path,classification,stage,reason
artifacts/quality_gates.json,INCLUDE_IN_RELEASE,YES,"canonical source, report, protocol, receipt, or evidence in release manifest"
artifacts/receipts/E00.json,INCLUDE_IN_RELEASE,YES,"canonical source, report, protocol, receipt, or evidence in release manifest"
artifacts/receipts/E01.json,INCLUDE_IN_RELEASE,YES,"canonical source, report, protocol, receipt, or evidence in release manifest"
artifacts/receipts/E02.json,INCLUDE_IN_RELEASE,YES,"canonical source, report, protocol, receipt, or evidence in release manifest"
artifacts/receipts/E03.json,INCLUDE_IN_RELEASE,YES,"canonical source, report, protocol, receipt, or evidence in release manifest"
artifacts/receipts/E04.json,INCLUDE_IN_RELEASE,YES,"canonical source, report, protocol, receipt, or evidence in release manifest"
artifacts/receipts/E05.json,INCLUDE_IN_RELEASE,YES,"canonical source, report, protocol, receipt, or evidence in release manifest"
artifacts/receipts/E06.json,INCLUDE_IN_RELEASE,YES,"canonical source, report, protocol, receipt, or evidence in release manifest"
artifacts/receipts/E07.json,INCLUDE_IN_RELEASE,YES,"canonical source, report, protocol, receipt, or evidence in release manifest"
artifacts/receipts/E08.json,INCLUDE_IN_RELEASE,YES,"canonical source, report, protocol, receipt, or evidence in release manifest"
artifacts/receipts/E09.json,INCLUDE_IN_RELEASE,YES,"canonical source, report, protocol, receipt, or evidence in release manifest"
artifacts/receipts/E10.json,INCLUDE_IN_RELEASE,YES,"canonical source, report, protocol, receipt, or evidence in release manifest"
artifacts/receipts/E11.json,INCLUDE_IN_RELEASE,YES,"canonical source, report, protocol, receipt, or evidence in release manifest"
artifacts/receipts/E12.json,INCLUDE_IN_RELEASE,YES,"canonical source, report, protocol, receipt, or evidence in release manifest"
artifacts/receipts/E13.json,INCLUDE_IN_RELEASE,YES,"canonical source, report, protocol, receipt, or evidence in release manifest"
artifacts/receipts/E14.json,INCLUDE_IN_RELEASE,YES,"canonical source, report, protocol, receipt, or evidence in release manifest"
artifacts/receipts/E15.json,INCLUDE_IN_RELEASE,YES,"canonical source, report, protocol, receipt, or evidence in release manifest"
artifacts/receipts/E16.json,INCLUDE_IN_RELEASE,YES,"canonical source, report, protocol, receipt, or evidence in release manifest"
artifacts/receipts/E17.json,INCLUDE_IN_RELEASE,YES,"canonical source, report, protocol, receipt, or evidence in release manifest"
artifacts/receipts/E18.json,INCLUDE_IN_RELEASE,YES,"canonical source, report, protocol, receipt, or evidence in release manifest"
artifacts/receipts/E19.json,INCLUDE_IN_RELEASE,YES,"canonical source, report, protocol, receipt, or evidence in release manifest"
artifacts/receipts/E20.json,INCLUDE_IN_RELEASE,YES,"canonical source, report, protocol, receipt, or evidence in release manifest"
artifacts/receipts/E21.json,INCLUDE_IN_RELEASE,YES,"canonical source, report, protocol, receipt, or evidence in release manifest"
artifacts/receipts/E22.json,INCLUDE_IN_RELEASE,YES,"canonical source, report, protocol, receipt, or evidence in release manifest"
artifacts/receipts/E23.json,INCLUDE_IN_RELEASE,YES,"canonical source, report, protocol, receipt, or evidence in release manifest"
artifacts/receipts/E24.json,INCLUDE_IN_RELEASE,YES,"canonical source, report, protocol, receipt, or evidence in release manifest"
artifacts/receipts/E25.json,INCLUDE_IN_RELEASE,YES,"canonical source, report, protocol, receipt, or evidence in release manifest"
artifacts/receipts/E26.json,INCLUDE_IN_RELEASE,YES,"canonical source, report, protocol, receipt, or evidence in release manifest"
artifacts/receipts/E27.json,INCLUDE_IN_RELEASE,YES,"canonical source, report, protocol, receipt, or evidence in release manifest"
artifacts/receipts/E28.json,INCLUDE_IN_RELEASE,YES,"canonical source, report, protocol, receipt, or evidence in release manifest"
artifacts/receipts/E29.json,INCLUDE_IN_RELEASE,YES,"canonical source, report, protocol, receipt, or evidence in release manifest"
artifacts/recovery_audit.json,INCLUDE_IN_RELEASE,YES,"canonical source, report, protocol, receipt, or evidence in release manifest"
artifacts/release_identity.json,INCLUDE_IN_RELEASE,YES,"canonical source, report, protocol, receipt, or evidence in release manifest"
artifacts/release_manifest.json,INCLUDE_IN_RELEASE,YES,archive metadata or reproducibility support file
artifacts/run_state.json,INCLUDE_IN_RELEASE,YES,"canonical source, report, protocol, receipt, or evidence in release manifest"
artifacts/scripted_preference_manifest.json,INCLUDE_IN_RELEASE,YES,"canonical source, report, protocol, receipt, or evidence in release manifest"
artifacts/sft_data_manifest.json,INCLUDE_IN_RELEASE,YES,"canonical source, report, protocol, receipt, or evidence in release manifest"
artifacts/sft_leakage_audit.json,INCLUDE_IN_RELEASE,YES,"canonical source, report, protocol, receipt, or evidence in release manifest"
artifacts/sft_token_manifest.json,INCLUDE_IN_RELEASE,YES,"canonical source, report, protocol, receipt, or evidence in release manifest"
artifacts/source_registry.json,INCLUDE_IN_RELEASE,YES,"canonical source, report, protocol, receipt, or evidence in release manifest"
artifacts/systems_development.json,INCLUDE_IN_RELEASE,YES,"canonical source, report, protocol, receipt, or evidence in release manifest"
artifacts/systems_serving_qwen-base.json,INCLUDE_IN_RELEASE,YES,"canonical source, report, protocol, receipt, or evidence in release manifest"
artifacts/systems_serving_sft-seed11-step120.json,INCLUDE_IN_RELEASE,YES,"canonical source, report, protocol, receipt, or evidence in release manifest"
artifacts/task_oracle_gap_matrix.json,INCLUDE_IN_RELEASE,YES,"canonical source, report, protocol, receipt, or evidence in release manifest"
artifacts/task_qualification.json,INCLUDE_IN_RELEASE,YES,"canonical source, report, protocol, receipt, or evidence in release manifest"
artifacts/training/act_pair-seed11-steps3-pairs64-noise00.json,INCLUDE_IN_RELEASE,YES,"canonical source, report, protocol, receipt, or evidence in release manifest"
artifacts/training/act_po-seed11-sft30-steps3-pairs64-noise00.json,INCLUDE_IN_RELEASE,YES,"canonical source, report, protocol, receipt, or evidence in release manifest"
artifacts/training/act_po-seed11-steps3-pairs64-noise00.json,INCLUDE_IN_RELEASE,YES,"canonical source, report, protocol, receipt, or evidence in release manifest"
artifacts/training/act_po-seed11-steps3-pairs64-noise05.json,INCLUDE_IN_RELEASE,YES,"canonical source, report, protocol, receipt, or evidence in release manifest"
artifacts/training/act_po-seed11-steps3-pairs64-noise10.json,INCLUDE_IN_RELEASE,YES,"canonical source, report, protocol, receipt, or evidence in release manifest"
artifacts/training/act_po-seed11-steps3-pairs64-noise20.json,INCLUDE_IN_RELEASE,YES,"canonical source, report, protocol, receipt, or evidence in release manifest"
artifacts/training/act_po-seed23-sft30-steps3-pairs64-noise00.json,INCLUDE_IN_RELEASE,YES,"canonical source, report, protocol, receipt, or evidence in release manifest"
artifacts/training/act_po-seed37-sft30-steps3-pairs64-noise00.json,INCLUDE_IN_RELEASE,YES,"canonical source, report, protocol, receipt, or evidence in release manifest"
artifacts/training/dpo-seed11-sft30-steps3-pairs64-noise00.json,INCLUDE_IN_RELEASE,YES,"canonical source, report, protocol, receipt, or evidence in release manifest"
artifacts/training/dpo-seed11-steps3-pairs64-noise00.json,INCLUDE_IN_RELEASE,YES,"canonical source, report, protocol, receipt, or evidence in release manifest"
artifacts/training/dpo-seed11-steps3-pairs64-noise05.json,INCLUDE_IN_RELEASE,YES,"canonical source, report, protocol, receipt, or evidence in release manifest"
artifacts/training/dpo-seed11-steps3-pairs64-noise10.json,INCLUDE_IN_RELEASE,YES,"canonical source, report, protocol, receipt, or evidence in release manifest"
artifacts/training/dpo-seed11-steps3-pairs64-noise20.json,INCLUDE_IN_RELEASE,YES,"canonical source, report, protocol, receipt, or evidence in release manifest"
artifacts/training/dpo-seed23-sft30-steps3-pairs64-noise00.json,INCLUDE_IN_RELEASE,YES,"canonical source, report, protocol, receipt, or evidence in release manifest"
artifacts/training/dpo-seed37-sft30-steps3-pairs64-noise00.json,INCLUDE_IN_RELEASE,YES,"canonical source, report, protocol, receipt, or evidence in release manifest"
artifacts/training/ipo-seed11-steps3-pairs64-noise00.json,INCLUDE_IN_RELEASE,YES,"canonical source, report, protocol, receipt, or evidence in release manifest"
artifacts/training/ipo-seed11-steps3-pairs64-noise05.json,INCLUDE_IN_RELEASE,YES,"canonical source, report, protocol, receipt, or evidence in release manifest"
artifacts/training/ipo-seed11-steps3-pairs64-noise10.json,INCLUDE_IN_RELEASE,YES,"canonical source, report, protocol, receipt, or evidence in release manifest"
artifacts/training/ipo-seed11-steps3-pairs64-noise20.json,INCLUDE_IN_RELEASE,YES,"canonical source, report, protocol, receipt, or evidence in release manifest"
artifacts/training/reference_seed11_sft120_pairs64_noise00.jsonl,INCLUDE_IN_RELEASE,YES,"canonical source, report, protocol, receipt, or evidence in release manifest"
artifacts/training/reference_seed11_sft120_pairs64_noise05.jsonl,INCLUDE_IN_RELEASE,YES,"canonical source, report, protocol, receipt, or evidence in release manifest"
artifacts/training/reference_seed11_sft120_pairs64_noise10.jsonl,INCLUDE_IN_RELEASE,YES,"canonical source, report, protocol, receipt, or evidence in release manifest"
artifacts/training/reference_seed11_sft120_pairs64_noise20.jsonl,INCLUDE_IN_RELEASE,YES,"canonical source, report, protocol, receipt, or evidence in release manifest"
artifacts/training/reference_seed11_sft30_pairs64_noise00.jsonl,INCLUDE_IN_RELEASE,YES,"canonical source, report, protocol, receipt, or evidence in release manifest"
artifacts/training/reference_seed23_sft30_pairs64_noise00.jsonl,INCLUDE_IN_RELEASE,YES,"canonical source, report, protocol, receipt, or evidence in release manifest"
artifacts/training/reference_seed37_sft30_pairs64_noise00.jsonl,INCLUDE_IN_RELEASE,YES,"canonical source, report, protocol, receipt, or evidence in release manifest"
artifacts/training/robust_dpo-seed11-steps3-pairs64-noise00.json,INCLUDE_IN_RELEASE,YES,"canonical source, report, protocol, receipt, or evidence in release manifest"
artifacts/training/robust_dpo-seed11-steps3-pairs64-noise05.json,INCLUDE_IN_RELEASE,YES,"canonical source, report, protocol, receipt, or evidence in release manifest"
artifacts/training/robust_dpo-seed11-steps3-pairs64-noise10.json,INCLUDE_IN_RELEASE,YES,"canonical source, report, protocol, receipt, or evidence in release manifest"
artifacts/training/robust_dpo-seed11-steps3-pairs64-noise20.json,INCLUDE_IN_RELEASE,YES,"canonical source, report, protocol, receipt, or evidence in release manifest"
artifacts/training/sft-pilot-seed11-failed.json,INCLUDE_IN_RELEASE,YES,"canonical source, report, protocol, receipt, or evidence in release manifest"
artifacts/training/sft-pilot-seed11.json,INCLUDE_IN_RELEASE,YES,"canonical source, report, protocol, receipt, or evidence in release manifest"
artifacts/training/sft-resume-pilot-seed11.json,INCLUDE_IN_RELEASE,YES,"canonical source, report, protocol, receipt, or evidence in release manifest"
artifacts/training/sft-resume-validation-seed11.json,INCLUDE_IN_RELEASE,YES,"canonical source, report, protocol, receipt, or evidence in release manifest"
artifacts/training/sft-seed11-step30.json,INCLUDE_IN_RELEASE,YES,"canonical source, report, protocol, receipt, or evidence in release manifest"
artifacts/training/sft-seed11.json,INCLUDE_IN_RELEASE,YES,"canonical source, report, protocol, receipt, or evidence in release manifest"
artifacts/training/sft-seed23-steps30.json,INCLUDE_IN_RELEASE,YES,"canonical source, report, protocol, receipt, or evidence in release manifest"
artifacts/training/sft-seed37-steps30.json,INCLUDE_IN_RELEASE,YES,"canonical source, report, protocol, receipt, or evidence in release manifest"
artifacts/training/sft_resume_validation.json,INCLUDE_IN_RELEASE,YES,"canonical source, report, protocol, receipt, or evidence in release manifest"
artifacts/training/sft_seed11_progress.json,INCLUDE_IN_RELEASE,YES,"canonical source, report, protocol, receipt, or evidence in release manifest"
artifacts/twin_a_qualification.json,INCLUDE_IN_RELEASE,YES,"canonical source, report, protocol, receipt, or evidence in release manifest"
artifacts/twin_b_seal.json,INCLUDE_IN_RELEASE,YES,"canonical source, report, protocol, receipt, or evidence in release manifest"
artifacts/twin_b_seal_prequalification.json,INCLUDE_IN_RELEASE,YES,"canonical source, report, protocol, receipt, or evidence in release manifest"
artifacts/uplift_profile.json,INCLUDE_IN_RELEASE,YES,"canonical source, report, protocol, receipt, or evidence in release manifest"
artifacts/warehouse/b0_development.parquet,GENERATED_REPRODUCIBLE,YES,canonical derived artifact pinned by immutable release manifest
artifacts/warehouse/e09_episodes.parquet,GENERATED_REPRODUCIBLE,YES,canonical derived artifact pinned by immutable release manifest
artifacts/warehouse/e10_b3_seed11_step120_development.parquet,GENERATED_REPRODUCIBLE,YES,canonical derived artifact pinned by immutable release manifest
artifacts/warehouse/e10_b3_seed11_step30_development.parquet,GENERATED_REPRODUCIBLE,YES,canonical derived artifact pinned by immutable release manifest
artifacts/warehouse/e13_b4_seed11_scripted_development.parquet,GENERATED_REPRODUCIBLE,YES,canonical derived artifact pinned by immutable release manifest
artifacts/warehouse/e13_b5_seed11_scripted_development.parquet,GENERATED_REPRODUCIBLE,YES,canonical derived artifact pinned by immutable release manifest
artifacts/warehouse/e13_b6_seed11_scripted_development.parquet,GENERATED_REPRODUCIBLE,YES,canonical derived artifact pinned by immutable release manifest
artifacts/warehouse/e14_b7_seed11_scripted_development.parquet,GENERATED_REPRODUCIBLE,YES,canonical derived artifact pinned by immutable release manifest
artifacts/warehouse/e15_m0_seed11_scripted_development.parquet,GENERATED_REPRODUCIBLE,YES,canonical derived artifact pinned by immutable release manifest
artifacts/warehouse/e23_noise05-act_po_development.parquet,GENERATED_REPRODUCIBLE,YES,canonical derived artifact pinned by immutable release manifest
artifacts/warehouse/e23_noise05-dpo_development.parquet,GENERATED_REPRODUCIBLE,YES,canonical derived artifact pinned by immutable release manifest
artifacts/warehouse/e23_noise05-ipo_development.parquet,GENERATED_REPRODUCIBLE,YES,canonical derived artifact pinned by immutable release manifest
artifacts/warehouse/e23_noise05-robust_dpo_development.parquet,GENERATED_REPRODUCIBLE,YES,canonical derived artifact pinned by immutable release manifest
artifacts/warehouse/e23_noise10-act_po_development.parquet,GENERATED_REPRODUCIBLE,YES,canonical derived artifact pinned by immutable release manifest
artifacts/warehouse/e23_noise10-dpo_development.parquet,GENERATED_REPRODUCIBLE,YES,canonical derived artifact pinned by immutable release manifest
artifacts/warehouse/e23_noise10-ipo_development.parquet,GENERATED_REPRODUCIBLE,YES,canonical derived artifact pinned by immutable release manifest
artifacts/warehouse/e23_noise10-robust_dpo_development.parquet,GENERATED_REPRODUCIBLE,YES,canonical derived artifact pinned by immutable release manifest
artifacts/warehouse/e23_noise20-act_po_development.parquet,GENERATED_REPRODUCIBLE,YES,canonical derived artifact pinned by immutable release manifest
artifacts/warehouse/e23_noise20-dpo_development.parquet,GENERATED_REPRODUCIBLE,YES,canonical derived artifact pinned by immutable release manifest
artifacts/warehouse/e23_noise20-ipo_development.parquet,GENERATED_REPRODUCIBLE,YES,canonical derived artifact pinned by immutable release manifest
artifacts/warehouse/e23_noise20-robust_dpo_development.parquet,GENERATED_REPRODUCIBLE,YES,canonical derived artifact pinned by immutable release manifest
artifacts/warehouse/episodes.parquet,GENERATED_REPRODUCIBLE,YES,canonical derived artifact pinned by immutable release manifest
artifacts/warehouse/evidence.duckdb,GENERATED_REPRODUCIBLE,YES,compact canonical DuckDB warehouse pinned by immutable release manifest
artifacts/warehouse/external_eval.parquet,GENERATED_REPRODUCIBLE,YES,canonical derived artifact pinned by immutable release manifest
artifacts/warehouse/failures.parquet,GENERATED_REPRODUCIBLE,YES,canonical derived artifact pinned by immutable release manifest
artifacts/warehouse/preference_pairs.parquet,GENERATED_REPRODUCIBLE,YES,canonical derived artifact pinned by immutable release manifest
artifacts/warehouse/process_events.parquet,GENERATED_REPRODUCIBLE,YES,canonical derived artifact pinned by immutable release manifest
artifacts/warehouse/runs.parquet,GENERATED_REPRODUCIBLE,YES,canonical derived artifact pinned by immutable release manifest
artifacts/warehouse/safety_events.parquet,GENERATED_REPRODUCIBLE,YES,canonical derived artifact pinned by immutable release manifest
artifacts/warehouse/state_transitions.parquet,GENERATED_REPRODUCIBLE,YES,canonical derived artifact pinned by immutable release manifest
artifacts/warehouse/steps.parquet,GENERATED_REPRODUCIBLE,YES,canonical derived artifact pinned by immutable release manifest
artifacts/warehouse/systems_metrics.parquet,GENERATED_REPRODUCIBLE,YES,canonical derived artifact pinned by immutable release manifest
artifacts/warehouse/tool_calls.parquet,GENERATED_REPRODUCIBLE,YES,canonical derived artifact pinned by immutable release manifest
artifacts/warehouse/training_metrics.parquet,GENERATED_REPRODUCIBLE,YES,canonical derived artifact pinned by immutable release manifest
configs/model_dev.json,INCLUDE_IN_RELEASE,YES,"canonical source, report, protocol, receipt, or evidence in release manifest"
configs/twin_a_calibration.json,INCLUDE_IN_RELEASE,YES,"canonical source, report, protocol, receipt, or evidence in release manifest"
dashboards/README.md,INCLUDE_IN_RELEASE,YES,archive metadata or reproducibility support file
dashboards/index.html,GENERATED_REPRODUCIBLE,YES,canonical derived artifact pinned by immutable release manifest
data/processed/campaign_day.parquet,GENERATED_REPRODUCIBLE,YES,canonical derived artifact pinned by immutable release manifest
data/processed/campaign_hour.parquet,GENERATED_REPRODUCIBLE,YES,canonical derived artifact pinned by immutable release manifest
data/processed/campaign_profile.parquet,GENERATED_REPRODUCIBLE,YES,canonical derived artifact pinned by immutable release manifest
data/processed/distribution_fit.parquet,GENERATED_REPRODUCIBLE,YES,canonical derived artifact pinned by immutable release manifest
data/processed/profile.json,GENERATED_REPRODUCIBLE,YES,canonical derived artifact pinned by immutable release manifest
data/processed/user_path.parquet,GENERATED_REPRODUCIBLE,YES,canonical derived artifact pinned by immutable release manifest
dist/.gitignore,GENERATED_REPRODUCIBLE,NO,offline build output; excluded from Git archive
dist/act_agent-0.1.0-py3-none-any.whl,GENERATED_REPRODUCIBLE,NO,offline build output; excluded from Git archive
dist/act_agent-0.1.0.tar.gz,GENERATED_REPRODUCIBLE,NO,offline build output; excluded from Git archive
protocols/act_v1_draft.md,INCLUDE_IN_RELEASE,YES,"canonical source, report, protocol, receipt, or evidence in release manifest"
pyproject.toml,INCLUDE_IN_RELEASE,YES,"canonical source, report, protocol, receipt, or evidence in release manifest"
reports/ablation_report.md,INCLUDE_IN_RELEASE,YES,"canonical source, report, protocol, receipt, or evidence in release manifest"
reports/baseline_development.md,INCLUDE_IN_RELEASE,YES,"canonical source, report, protocol, receipt, or evidence in release manifest"
reports/claim_ledger.md,INCLUDE_IN_RELEASE,YES,"canonical source, report, protocol, receipt, or evidence in release manifest"
reports/data_card.md,INCLUDE_IN_RELEASE,YES,"canonical source, report, protocol, receipt, or evidence in release manifest"
reports/desktop_study.md,INCLUDE_IN_RELEASE,YES,"canonical source, report, protocol, receipt, or evidence in release manifest"
reports/eda_report.md,INCLUDE_IN_RELEASE,YES,"canonical source, report, protocol, receipt, or evidence in release manifest"
reports/executive_summary.md,INCLUDE_IN_RELEASE,YES,"canonical source, report, protocol, receipt, or evidence in release manifest"
reports/external_validation.md,INCLUDE_IN_RELEASE,YES,"canonical source, report, protocol, receipt, or evidence in release manifest"
reports/failure_gallery.md,INCLUDE_IN_RELEASE,YES,"canonical source, report, protocol, receipt, or evidence in release manifest"
reports/final_technical_report.md,INCLUDE_IN_RELEASE,YES,"canonical source, report, protocol, receipt, or evidence in release manifest"
reports/main_experiment.md,INCLUDE_IN_RELEASE,YES,"canonical source, report, protocol, receipt, or evidence in release manifest"
reports/model_cards/act_pair-seed11-steps3-pairs64-noise00.md,INCLUDE_IN_RELEASE,YES,"canonical source, report, protocol, receipt, or evidence in release manifest"
reports/model_cards/act_po-seed11-sft30-steps3-pairs64-noise00.md,INCLUDE_IN_RELEASE,YES,"canonical source, report, protocol, receipt, or evidence in release manifest"
reports/model_cards/act_po-seed11-steps3-pairs64-noise00.md,INCLUDE_IN_RELEASE,YES,"canonical source, report, protocol, receipt, or evidence in release manifest"
reports/model_cards/act_po-seed11-steps3-pairs64-noise05.md,INCLUDE_IN_RELEASE,YES,"canonical source, report, protocol, receipt, or evidence in release manifest"
reports/model_cards/act_po-seed11-steps3-pairs64-noise10.md,INCLUDE_IN_RELEASE,YES,"canonical source, report, protocol, receipt, or evidence in release manifest"
reports/model_cards/act_po-seed11-steps3-pairs64-noise20.md,INCLUDE_IN_RELEASE,YES,"canonical source, report, protocol, receipt, or evidence in release manifest"
reports/model_cards/act_po-seed23-sft30-steps3-pairs64-noise00.md,INCLUDE_IN_RELEASE,YES,"canonical source, report, protocol, receipt, or evidence in release manifest"
reports/model_cards/act_po-seed37-sft30-steps3-pairs64-noise00.md,INCLUDE_IN_RELEASE,YES,"canonical source, report, protocol, receipt, or evidence in release manifest"
reports/model_cards/dpo-seed11-sft30-steps3-pairs64-noise00.md,INCLUDE_IN_RELEASE,YES,"canonical source, report, protocol, receipt, or evidence in release manifest"
reports/model_cards/dpo-seed11-steps3-pairs64-noise00.md,INCLUDE_IN_RELEASE,YES,"canonical source, report, protocol, receipt, or evidence in release manifest"
reports/model_cards/dpo-seed11-steps3-pairs64-noise05.md,INCLUDE_IN_RELEASE,YES,"canonical source, report, protocol, receipt, or evidence in release manifest"
reports/model_cards/dpo-seed11-steps3-pairs64-noise10.md,INCLUDE_IN_RELEASE,YES,"canonical source, report, protocol, receipt, or evidence in release manifest"
reports/model_cards/dpo-seed11-steps3-pairs64-noise20.md,INCLUDE_IN_RELEASE,YES,"canonical source, report, protocol, receipt, or evidence in release manifest"
reports/model_cards/dpo-seed23-sft30-steps3-pairs64-noise00.md,INCLUDE_IN_RELEASE,YES,"canonical source, report, protocol, receipt, or evidence in release manifest"
reports/model_cards/dpo-seed37-sft30-steps3-pairs64-noise00.md,INCLUDE_IN_RELEASE,YES,"canonical source, report, protocol, receipt, or evidence in release manifest"
reports/model_cards/ipo-seed11-steps3-pairs64-noise00.md,INCLUDE_IN_RELEASE,YES,"canonical source, report, protocol, receipt, or evidence in release manifest"
reports/model_cards/ipo-seed11-steps3-pairs64-noise05.md,INCLUDE_IN_RELEASE,YES,"canonical source, report, protocol, receipt, or evidence in release manifest"
reports/model_cards/ipo-seed11-steps3-pairs64-noise10.md,INCLUDE_IN_RELEASE,YES,"canonical source, report, protocol, receipt, or evidence in release manifest"
reports/model_cards/ipo-seed11-steps3-pairs64-noise20.md,INCLUDE_IN_RELEASE,YES,"canonical source, report, protocol, receipt, or evidence in release manifest"
reports/model_cards/qwen3_4b_instruct_2507.md,INCLUDE_IN_RELEASE,YES,"canonical source, report, protocol, receipt, or evidence in release manifest"
reports/model_cards/robust_dpo-seed11-steps3-pairs64-noise00.md,INCLUDE_IN_RELEASE,YES,"canonical source, report, protocol, receipt, or evidence in release manifest"
reports/model_cards/robust_dpo-seed11-steps3-pairs64-noise05.md,INCLUDE_IN_RELEASE,YES,"canonical source, report, protocol, receipt, or evidence in release manifest"
reports/model_cards/robust_dpo-seed11-steps3-pairs64-noise10.md,INCLUDE_IN_RELEASE,YES,"canonical source, report, protocol, receipt, or evidence in release manifest"
reports/model_cards/robust_dpo-seed11-steps3-pairs64-noise20.md,INCLUDE_IN_RELEASE,YES,"canonical source, report, protocol, receipt, or evidence in release manifest"
reports/model_cards/sft-resume-pilot-seed11.md,INCLUDE_IN_RELEASE,YES,"canonical source, report, protocol, receipt, or evidence in release manifest"
reports/model_cards/sft-seed11.md,INCLUDE_IN_RELEASE,YES,"canonical source, report, protocol, receipt, or evidence in release manifest"
reports/model_cards/sft-seed23-steps30.md,INCLUDE_IN_RELEASE,YES,"canonical source, report, protocol, receipt, or evidence in release manifest"
reports/model_cards/sft-seed37-steps30.md,INCLUDE_IN_RELEASE,YES,"canonical source, report, protocol, receipt, or evidence in release manifest"
reports/multi_seed_development.md,INCLUDE_IN_RELEASE,YES,"canonical source, report, protocol, receipt, or evidence in release manifest"
reports/ood_report.md,INCLUDE_IN_RELEASE,YES,"canonical source, report, protocol, receipt, or evidence in release manifest"
reports/power_readiness.md,INCLUDE_IN_RELEASE,YES,"canonical source, report, protocol, receipt, or evidence in release manifest"
reports/preference_dataset_card.md,INCLUDE_IN_RELEASE,YES,"canonical source, report, protocol, receipt, or evidence in release manifest"
reports/preference_methods_development.md,INCLUDE_IN_RELEASE,YES,"canonical source, report, protocol, receipt, or evidence in release manifest"
reports/preference_noise_report.md,INCLUDE_IN_RELEASE,YES,"canonical source, report, protocol, receipt, or evidence in release manifest"
reports/process_contract_card.md,INCLUDE_IN_RELEASE,YES,"canonical source, report, protocol, receipt, or evidence in release manifest"
reports/resume_bullets.md,INCLUDE_IN_RELEASE,YES,"canonical source, report, protocol, receipt, or evidence in release manifest"
reports/safety_report.md,INCLUDE_IN_RELEASE,YES,"canonical source, report, protocol, receipt, or evidence in release manifest"
reports/security_report.md,INCLUDE_IN_RELEASE,YES,"canonical source, report, protocol, receipt, or evidence in release manifest"
reports/sft_development.md,INCLUDE_IN_RELEASE,YES,"canonical source, report, protocol, receipt, or evidence in release manifest"
reports/standards_mapping.md,INCLUDE_IN_RELEASE,YES,"canonical source, report, protocol, receipt, or evidence in release manifest"
reports/systems_report.md,INCLUDE_IN_RELEASE,YES,"canonical source, report, protocol, receipt, or evidence in release manifest"
reports/task_card.md,INCLUDE_IN_RELEASE,YES,"canonical source, report, protocol, receipt, or evidence in release manifest"
reports/twin_a_card.md,INCLUDE_IN_RELEASE,YES,"canonical source, report, protocol, receipt, or evidence in release manifest"
reports/twin_b_card.md,INCLUDE_IN_RELEASE,YES,"canonical source, report, protocol, receipt, or evidence in release manifest"
reports/twin_transfer_report.md,INCLUDE_IN_RELEASE,YES,"canonical source, report, protocol, receipt, or evidence in release manifest"
scripts/run_noise_rollouts.sh,INCLUDE_IN_RELEASE,YES,archive metadata or reproducibility support file
src/act_agent/__init__.py,INCLUDE_IN_RELEASE,YES,"canonical source, report, protocol, receipt, or evidence in release manifest"
src/act_agent/__pycache__/__init__.cpython-312.pyc,LOCAL_ONLY,NO,"ignored tool cache, bytecode, or local runtime file"
src/act_agent/__pycache__/__init__.py,INCLUDE_IN_RELEASE,YES,36-byte source stub pinned by immutable release manifest; no bytecode
src/act_agent/__pycache__/cli.cpython-312.pyc,LOCAL_ONLY,NO,"ignored tool cache, bytecode, or local runtime file"
src/act_agent/agents/__init__.py,INCLUDE_IN_RELEASE,YES,"canonical source, report, protocol, receipt, or evidence in release manifest"
src/act_agent/agents/__pycache__/__init__.cpython-312.pyc,LOCAL_ONLY,NO,"ignored tool cache, bytecode, or local runtime file"
src/act_agent/agents/__pycache__/rules.cpython-312.pyc,LOCAL_ONLY,NO,"ignored tool cache, bytecode, or local runtime file"
src/act_agent/agents/rules.py,INCLUDE_IN_RELEASE,YES,"canonical source, report, protocol, receipt, or evidence in release manifest"
src/act_agent/analysis/__init__.py,INCLUDE_IN_RELEASE,YES,"canonical source, report, protocol, receipt, or evidence in release manifest"
src/act_agent/cli.py,INCLUDE_IN_RELEASE,YES,"canonical source, report, protocol, receipt, or evidence in release manifest"
src/act_agent/contracts/__init__.py,INCLUDE_IN_RELEASE,YES,"canonical source, report, protocol, receipt, or evidence in release manifest"
src/act_agent/contracts/__pycache__/__init__.cpython-312.pyc,LOCAL_ONLY,NO,"ignored tool cache, bytecode, or local runtime file"
src/act_agent/contracts/__pycache__/core.cpython-312.pyc,LOCAL_ONLY,NO,"ignored tool cache, bytecode, or local runtime file"
src/act_agent/contracts/core.py,INCLUDE_IN_RELEASE,YES,"canonical source, report, protocol, receipt, or evidence in release manifest"
src/act_agent/data/__init__.py,INCLUDE_IN_RELEASE,YES,"canonical source, report, protocol, receipt, or evidence in release manifest"
src/act_agent/data/__pycache__/__init__.cpython-312.pyc,LOCAL_ONLY,NO,"ignored tool cache, bytecode, or local runtime file"
src/act_agent/data/__pycache__/audit.cpython-312.pyc,LOCAL_ONLY,NO,"ignored tool cache, bytecode, or local runtime file"
src/act_agent/data/__pycache__/pipeline.cpython-312.pyc,LOCAL_ONLY,NO,"ignored tool cache, bytecode, or local runtime file"
src/act_agent/data/audit.py,INCLUDE_IN_RELEASE,YES,"canonical source, report, protocol, receipt, or evidence in release manifest"
